15330469,CPAGlobal,07/26/19   
15527267,CPAGlobal,07/26/19   
15774406,CPAGlobal,07/26/19   
15780301,CPAGlobal,07/26/19   
15999055,CPAGlobal,07/26/19   
16063089,CPAGlobal,07/26/19   
16070754,CPAGlobal,07/26/19   
16072312,CPAGlobal,07/26/19   
16077924,CPAGlobal,07/26/19   
16079811,CPAGlobal,07/26/19   
16093798,CPAGlobal,07/26/19   
16095612,CPAGlobal,07/26/19   
16095929,CPAGlobal,07/26/19   
16176813,CPAGlobal,07/26/19   
16204876,CPAGlobal,07/26/19   
16218452,CPAGlobal,07/26/19   
16239398,CPAGlobal,07/26/19   
16274230,CPAGlobal,07/26/19   
16278899,CPAGlobal,07/26/19   
16286570,CPAGlobal,07/26/19   
16288060,CPAGlobal,07/26/19   
16290921,CPAGlobal,07/26/19   
16291207,CPAGlobal,07/26/19   
16292573,CPAGlobal,07/26/19   
16293591,CPAGlobal,07/26/19   
16303801,CPAGlobal,07/26/19   
16304843,CPAGlobal,07/26/19   
16305272,CPAGlobal,07/26/19   
16309218,CPAGlobal,07/26/19   
16309646,CPAGlobal,07/26/19   
16309819,CPAGlobal,07/26/19   
16309928,CPAGlobal,07/26/19   
16309958,CPAGlobal,07/26/19   
16310019,CPAGlobal,07/26/19   
16310049,CPAGlobal,07/26/19   
16310175,CPAGlobal,07/26/19   
16310318,CPAGlobal,07/26/19   
16310386,CPAGlobal,07/26/19   
16310449,CPAGlobal,07/26/19   
16310455,CPAGlobal,07/26/19   
16310518,CPAGlobal,07/26/19   
16311545,CPAGlobal,07/26/19   
16312259,CPAGlobal,07/26/19   
16312319,CPAGlobal,07/26/19   
16312645,CPAGlobal,07/26/19   
16312647,CPAGlobal,07/26/19   
16312768,CPAGlobal,07/26/19   
16314819,CPAGlobal,07/26/19   
16315544,CPAGlobal,07/26/19   
16315545,CPAGlobal,07/26/19   
16315945,CPAGlobal,07/26/19   
16319379,CPAGlobal,07/26/19   
16319398,CPAGlobal,07/26/19   
16319406,CPAGlobal,07/26/19   
16321650,CPAGlobal,07/26/19   
16330451,CPAGlobal,07/26/19   
16333017,CPAGlobal,07/26/19   
16333223,CPAGlobal,07/26/19   
16334370,CPAGlobal,07/26/19   
16334941,CPAGlobal,07/26/19   
16342871,CPAGlobal,07/26/19   
16343084,CPAGlobal,07/26/19   
16343496,CPAGlobal,07/26/19   
16343539,CPAGlobal,07/26/19   
16343542,CPAGlobal,07/26/19   
16344778,CPAGlobal,07/26/19   
16347620,CPAGlobal,07/26/19   
16347692,CPAGlobal,07/26/19   
16347753,CPAGlobal,07/26/19   
16347785,CPAGlobal,07/26/19   
16348445,CPAGlobal,07/26/19   
16349740,CPAGlobal,07/26/19   
16349760,CPAGlobal,07/26/19   
16349763,CPAGlobal,07/26/19   
16349891,CPAGlobal,07/26/19   
16355742,CPAGlobal,07/26/19   
16355745,CPAGlobal,07/26/19   
16362208,CPAGlobal,07/26/19   
16374669,CPAGlobal,07/26/19   
16376313,CPAGlobal,07/26/19   
16376783,CPAGlobal,07/26/19   
16376974,CPAGlobal,07/26/19   
16377567,CPAGlobal,07/26/19   
16378139,CPAGlobal,07/26/19   
16380316,CPAGlobal,07/26/19   
16380399,CPAGlobal,07/26/19   
16380481,CPAGlobal,07/26/19   
16392053,CPAGlobal,07/26/19   
16397184,CPAGlobal,07/26/19   
16401053,CPAGlobal,07/26/19   
16403464,CPAGlobal,07/26/19   
16404416,CPAGlobal,07/26/19   
16405405,CPAGlobal,07/26/19   
16405621,CPAGlobal,07/26/19   
16405683,CPAGlobal,07/26/19   
16405736,CPAGlobal,07/26/19   
16405960,CPAGlobal,07/26/19   
16406444,CPAGlobal,07/26/19   
16406558,CPAGlobal,07/26/19   
16406571,CPAGlobal,07/26/19   
16407033,CPAGlobal,07/26/19   
16407040,CPAGlobal,07/26/19   
16407175,CPAGlobal,07/26/19   
16407264,CPAGlobal,07/26/19   
16407469,CPAGlobal,07/26/19   
16407666,CPAGlobal,07/26/19   
16407889,CPAGlobal,07/26/19   
16408064,CPAGlobal,07/26/19   
16408260,CPAGlobal,07/26/19   
16408275,CPAGlobal,07/26/19   
16408354,CPAGlobal,07/26/19   
16408604,CPAGlobal,07/26/19   
16408809,CPAGlobal,07/26/19   
16408888,CPAGlobal,07/26/19   
16408919,CPAGlobal,07/26/19   
16409004,CPAGlobal,07/26/19   
16409165,CPAGlobal,07/26/19   
16409317,CPAGlobal,07/26/19   
16409422,CPAGlobal,07/26/19   
16409601,CPAGlobal,07/26/19   
16409624,CPAGlobal,07/26/19   
16409729,CPAGlobal,07/26/19   
16409763,CPAGlobal,07/26/19   
16409766,CPAGlobal,07/26/19   
16409769,CPAGlobal,07/26/19   
16409770,CPAGlobal,07/26/19   
16409801,CPAGlobal,07/26/19   
16410136,CPAGlobal,07/26/19   
16410141,CPAGlobal,07/26/19   
16410738,CPAGlobal,07/26/19   
16410770,CPAGlobal,07/26/19   
16411071,CPAGlobal,07/26/19   
16411389,CPAGlobal,07/26/19   
16411391,CPAGlobal,07/26/19   
16411560,CPAGlobal,07/26/19   
16411583,CPAGlobal,07/26/19   
16411811,CPAGlobal,07/26/19   
16411902,CPAGlobal,07/26/19   
16411966,CPAGlobal,07/26/19   
16412290,CPAGlobal,07/26/19   
16412348,CPAGlobal,07/26/19   
16412872,CPAGlobal,07/26/19   
16413170,CPAGlobal,07/26/19   
16414391,CPAGlobal,07/26/19   
16414419,CPAGlobal,07/26/19   
16414609,CPAGlobal,07/26/19   
16415182,CPAGlobal,07/26/19   
16415391,CPAGlobal,07/26/19   
16415878,CPAGlobal,07/26/19   
16416875,CPAGlobal,07/26/19   
16416998,CPAGlobal,07/26/19   
16417177,CPAGlobal,07/26/19   
16419294,CPAGlobal,07/26/19   
16420827,CPAGlobal,07/26/19   
16420835,CPAGlobal,07/26/19   
16421471,CPAGlobal,07/26/19   
16422050,CPAGlobal,07/26/19   
16422543,CPAGlobal,07/26/19   
16424008,CPAGlobal,07/26/19   
16424442,CPAGlobal,07/26/19   
16424721,CPAGlobal,07/26/19   
16426569,CPAGlobal,07/26/19   
16426955,CPAGlobal,07/26/19   
16429137,CPAGlobal,07/26/19   
16429260,CPAGlobal,07/26/19   
16430668,CPAGlobal,07/26/19   
16430687,CPAGlobal,07/26/19   
16432368,CPAGlobal,07/26/19   
16432914,CPAGlobal,07/26/19   
16434975,CPAGlobal,07/26/19   
16435029,CPAGlobal,07/26/19   
16435526,CPAGlobal,07/26/19   
16436178,CPAGlobal,07/26/19   
16436717,CPAGlobal,07/26/19   
16437371,CPAGlobal,07/26/19   
16439895,CPAGlobal,07/26/19   
16439989,CPAGlobal,07/26/19   
16440111,CPAGlobal,07/26/19   
16441058,CPAGlobal,07/26/19   
16442644,CPAGlobal,07/26/19   
16443465,CPAGlobal,07/26/19   
16444870,CPAGlobal,07/26/19   
16445336,CPAGlobal,07/26/19   
16445612,CPAGlobal,07/26/19   
16446268,CPAGlobal,07/26/19   
16447517,CPAGlobal,07/26/19   
16451512,CPAGlobal,07/26/19   
16451514,CPAGlobal,07/26/19   
16451527,CPAGlobal,07/26/19   
16451577,CPAGlobal,07/26/19   
16451592,CPAGlobal,07/26/19   
16451622,CPAGlobal,07/26/19   
16451662,CPAGlobal,07/26/19   
16452357,CPAGlobal,07/26/19   
16452949,CPAGlobal,07/26/19   
16453907,CPAGlobal,07/26/19   
16453939,CPAGlobal,07/26/19   
16453948,CPAGlobal,07/26/19   
16454991,CPAGlobal,07/26/19   
16455653,CPAGlobal,07/26/19   
16456604,CPAGlobal,07/26/19   
16457721,CPAGlobal,07/26/19   
16457744,CPAGlobal,07/26/19   
16457958,CPAGlobal,07/26/19   
16458022,CPAGlobal,07/26/19   
16458076,CPAGlobal,07/26/19   
16459866,CPAGlobal,07/26/19   
16462164,CPAGlobal,07/26/19   
16462166,CPAGlobal,07/26/19   
16462170,CPAGlobal,07/26/19   
16462171,CPAGlobal,07/26/19   
16462180,CPAGlobal,07/26/19   
16462181,CPAGlobal,07/26/19   
16462191,CPAGlobal,07/26/19   
16462198,CPAGlobal,07/26/19   
16465362,CPAGlobal,07/26/19   
16465542,CPAGlobal,07/26/19   
16465707,CPAGlobal,07/26/19   
16466533,CPAGlobal,07/26/19   
16468318,CPAGlobal,07/26/19   
16468326,CPAGlobal,07/26/19   
16468330,CPAGlobal,07/26/19   
16468552,CPAGlobal,07/26/19   
16470152,CPAGlobal,07/26/19   
16470326,CPAGlobal,07/26/19   
16470999,CPAGlobal,07/26/19   
16471058,CPAGlobal,07/26/19   
16471854,CPAGlobal,07/26/19   
16471872,CPAGlobal,07/26/19   
16471940,CPAGlobal,07/26/19   
16472831,CPAGlobal,07/26/19   
16472890,CPAGlobal,07/26/19   
16472967,CPAGlobal,07/26/19   
16472969,CPAGlobal,07/26/19   
16472986,CPAGlobal,07/26/19   
16473055,CPAGlobal,07/26/19   
16473059,CPAGlobal,07/26/19   
16473061,CPAGlobal,07/26/19   
16473065,CPAGlobal,07/26/19   
16473070,CPAGlobal,07/26/19   
16473393,CPAGlobal,07/26/19   
16473562,CPAGlobal,07/26/19   
16474171,CPAGlobal,07/26/19   
16474587,CPAGlobal,07/26/19   
16474638,CPAGlobal,07/26/19   
16474778,CPAGlobal,07/26/19   
16474981,CPAGlobal,07/26/19   
16475119,CPAGlobal,07/26/19   
16475120,CPAGlobal,07/26/19   
16475144,CPAGlobal,07/26/19   
16475147,CPAGlobal,07/26/19   
16475154,CPAGlobal,07/26/19   
16475196,CPAGlobal,07/26/19   
16475300,CPAGlobal,07/26/19   
16475310,CPAGlobal,07/26/19   
16475311,CPAGlobal,07/26/19   
16475313,CPAGlobal,07/26/19   
16475421,CPAGlobal,07/26/19   
16475541,CPAGlobal,07/26/19   
16475633,CPAGlobal,07/26/19   
16475918,CPAGlobal,07/26/19   
16476595,CPAGlobal,07/26/19   
16476779,CPAGlobal,07/26/19   
16476788,CPAGlobal,07/26/19   
16476791,CPAGlobal,07/26/19   
16476814,CPAGlobal,07/26/19   
16477039,CPAGlobal,07/26/19   
16477081,CPAGlobal,07/26/19   
16477085,CPAGlobal,07/26/19   
16477423,CPAGlobal,07/26/19   
16478197,CPAGlobal,07/26/19   
16478368,CPAGlobal,07/26/19   
16478394,CPAGlobal,07/26/19   
16478399,CPAGlobal,07/26/19   
16478711,CPAGlobal,07/26/19   
16478729,CPAGlobal,07/26/19   
16478737,CPAGlobal,07/26/19   
16479033,CPAGlobal,07/26/19   
16479034,CPAGlobal,07/26/19   
16479037,CPAGlobal,07/26/19   
16479040,CPAGlobal,07/26/19   
16501526,CPAGlobal,07/26/19   
16503065,CPAGlobal,07/26/19   
16503751,CPAGlobal,07/26/19   
16503955,CPAGlobal,07/26/19   
16504343,CPAGlobal,07/26/19   
16505287,CPAGlobal,07/26/19   
16506191,CPAGlobal,07/26/19   
16506192,CPAGlobal,07/26/19   
16506194,CPAGlobal,07/26/19   
16506196,CPAGlobal,07/26/19   
16506199,CPAGlobal,07/26/19   
16506202,CPAGlobal,07/26/19   
16506204,CPAGlobal,07/26/19   
16506210,CPAGlobal,07/26/19   
16506212,CPAGlobal,07/26/19   
16506218,CPAGlobal,07/26/19   
16506224,CPAGlobal,07/26/19   
16506226,CPAGlobal,07/26/19   
16506229,CPAGlobal,07/26/19   
16506230,CPAGlobal,07/26/19   
16506231,CPAGlobal,07/26/19   
16506236,CPAGlobal,07/26/19   
16506239,CPAGlobal,07/26/19   
16506242,CPAGlobal,07/26/19   
16506253,CPAGlobal,07/26/19   
16506254,CPAGlobal,07/26/19   
16506262,CPAGlobal,07/26/19   
16506264,CPAGlobal,07/26/19   
16506270,CPAGlobal,07/26/19   
16506271,CPAGlobal,07/26/19   
16506273,CPAGlobal,07/26/19   
16506274,CPAGlobal,07/26/19   
16506278,CPAGlobal,07/26/19   
16506284,CPAGlobal,07/26/19   
16506288,CPAGlobal,07/26/19   
16506289,CPAGlobal,07/26/19   
16506293,CPAGlobal,07/26/19   
16506296,CPAGlobal,07/26/19   
16506302,CPAGlobal,07/26/19   
16506310,CPAGlobal,07/26/19   
16506311,CPAGlobal,07/26/19   
16506316,CPAGlobal,07/26/19   
16506320,CPAGlobal,07/26/19   
16506321,CPAGlobal,07/26/19   
16506324,CPAGlobal,07/26/19   
16506326,CPAGlobal,07/26/19   
16506329,CPAGlobal,07/26/19   
16506338,CPAGlobal,07/26/19   
16506341,CPAGlobal,07/26/19   
16506342,CPAGlobal,07/26/19   
16506343,CPAGlobal,07/26/19   
16506344,CPAGlobal,07/26/19   
16506349,CPAGlobal,07/26/19   
16506354,CPAGlobal,07/26/19   
16506356,CPAGlobal,07/26/19   
16506358,CPAGlobal,07/26/19   
16506362,CPAGlobal,07/26/19   
16506366,CPAGlobal,07/26/19   
16506374,CPAGlobal,07/26/19   
16506378,CPAGlobal,07/26/19   
16506383,CPAGlobal,07/26/19   
16506384,CPAGlobal,07/26/19   
16506389,CPAGlobal,07/26/19   
16506390,CPAGlobal,07/26/19   
16506409,CPAGlobal,07/26/19   
16506410,CPAGlobal,07/26/19   
16506413,CPAGlobal,07/26/19   
16506422,CPAGlobal,07/26/19   
16506423,CPAGlobal,07/26/19   
16506424,CPAGlobal,07/26/19   
16506431,CPAGlobal,07/26/19   
16506433,CPAGlobal,07/26/19   
16506434,CPAGlobal,07/26/19   
16506436,CPAGlobal,07/26/19   
16506438,CPAGlobal,07/26/19   
16506449,CPAGlobal,07/26/19   
16506451,CPAGlobal,07/26/19   
16506452,CPAGlobal,07/26/19   
16506453,CPAGlobal,07/26/19   
16506454,CPAGlobal,07/26/19   
16506459,CPAGlobal,07/26/19   
16506479,CPAGlobal,07/26/19   
16506480,CPAGlobal,07/26/19   
16506481,CPAGlobal,07/26/19   
16506484,CPAGlobal,07/26/19   
16506489,CPAGlobal,07/26/19   
16506491,CPAGlobal,07/26/19   
16506492,CPAGlobal,07/26/19   
16506493,CPAGlobal,07/26/19   
16506497,CPAGlobal,07/26/19   
16506498,CPAGlobal,07/26/19   
16506499,CPAGlobal,07/26/19   
16506500,CPAGlobal,07/26/19   
16506501,CPAGlobal,07/26/19   
16506505,CPAGlobal,07/26/19   
16506506,CPAGlobal,07/26/19   
16506507,CPAGlobal,07/26/19   
16506511,CPAGlobal,07/26/19   
16506517,CPAGlobal,07/26/19   
16506522,CPAGlobal,07/26/19   
16506526,CPAGlobal,07/26/19   
16506529,CPAGlobal,07/26/19   
16506530,CPAGlobal,07/26/19   
16506533,CPAGlobal,07/26/19   
16506537,CPAGlobal,07/26/19   
16506543,CPAGlobal,07/26/19   
16506548,CPAGlobal,07/26/19   
16506566,CPAGlobal,07/26/19   
16506571,CPAGlobal,07/26/19   
16506574,CPAGlobal,07/26/19   
16506579,CPAGlobal,07/26/19   
16506582,CPAGlobal,07/26/19   
16506590,CPAGlobal,07/26/19   
16506591,CPAGlobal,07/26/19   
16506593,CPAGlobal,07/26/19   
16506596,CPAGlobal,07/26/19   
16506598,CPAGlobal,07/26/19   
16506599,CPAGlobal,07/26/19   
16506604,CPAGlobal,07/26/19   
16506613,CPAGlobal,07/26/19   
16506614,CPAGlobal,07/26/19   
16506617,CPAGlobal,07/26/19   
16506618,CPAGlobal,07/26/19   
16506620,CPAGlobal,07/26/19   
16506623,CPAGlobal,07/26/19   
16506626,CPAGlobal,07/26/19   
16506627,CPAGlobal,07/26/19   
16506631,CPAGlobal,07/26/19   
16506634,CPAGlobal,07/26/19   
16506638,CPAGlobal,07/26/19   
16506643,CPAGlobal,07/26/19   
16506651,CPAGlobal,07/26/19   
16506662,CPAGlobal,07/26/19   
16506666,CPAGlobal,07/26/19   
16506667,CPAGlobal,07/26/19   
16506669,CPAGlobal,07/26/19   
16506681,CPAGlobal,07/26/19   
16506682,CPAGlobal,07/26/19   
16506683,CPAGlobal,07/26/19   
16506688,CPAGlobal,07/26/19   
16506689,CPAGlobal,07/26/19   
16506690,CPAGlobal,07/26/19   
16506694,CPAGlobal,07/26/19   
16506695,CPAGlobal,07/26/19   
16506708,CPAGlobal,07/26/19   
16506741,CPAGlobal,07/26/19   
16506750,CPAGlobal,07/26/19   
16506755,CPAGlobal,07/26/19   
16506758,CPAGlobal,07/26/19   
16506769,CPAGlobal,07/26/19   
16506935,CPAGlobal,07/26/19   
16506958,CPAGlobal,07/26/19   
16506962,CPAGlobal,07/26/19   
16506966,CPAGlobal,07/26/19   
16506972,CPAGlobal,07/26/19   
16506982,CPAGlobal,07/26/19   
16506984,CPAGlobal,07/26/19   
16506986,CPAGlobal,07/26/19   
16506993,CPAGlobal,07/26/19   
16506996,CPAGlobal,07/26/19   
16506999,CPAGlobal,07/26/19   
16507014,CPAGlobal,07/26/19   
16507015,CPAGlobal,07/26/19   
16507016,CPAGlobal,07/26/19   
16507026,CPAGlobal,07/26/19   
16507034,CPAGlobal,07/26/19   
16507038,CPAGlobal,07/26/19   
16507040,CPAGlobal,07/26/19   
16507043,CPAGlobal,07/26/19   
16507046,CPAGlobal,07/26/19   
16507047,CPAGlobal,07/26/19   
16507051,CPAGlobal,07/26/19   
16507052,CPAGlobal,07/26/19   
16507054,CPAGlobal,07/26/19   
16507056,CPAGlobal,07/26/19   
16507057,CPAGlobal,07/26/19   
16507058,CPAGlobal,07/26/19   
16507062,CPAGlobal,07/26/19   
16507064,CPAGlobal,07/26/19   
16507066,CPAGlobal,07/26/19   
16507067,CPAGlobal,07/26/19   
16507068,CPAGlobal,07/26/19   
16507070,CPAGlobal,07/26/19   
16507073,CPAGlobal,07/26/19   
16507075,CPAGlobal,07/26/19   
16507076,CPAGlobal,07/26/19   
16507078,CPAGlobal,07/26/19   
16507080,CPAGlobal,07/26/19   
16507081,CPAGlobal,07/26/19   
16507086,CPAGlobal,07/26/19   
16507087,CPAGlobal,07/26/19   
16507090,CPAGlobal,07/26/19   
16507092,CPAGlobal,07/26/19   
16507093,CPAGlobal,07/26/19   
16507099,CPAGlobal,07/26/19   
16507101,CPAGlobal,07/26/19   
16507104,CPAGlobal,07/26/19   
16507110,CPAGlobal,07/26/19   
16507111,CPAGlobal,07/26/19   
16507114,CPAGlobal,07/26/19   
16507116,CPAGlobal,07/26/19   
16507119,CPAGlobal,07/26/19   
16507130,CPAGlobal,07/26/19   
16507156,CPAGlobal,07/26/19   
16507161,CPAGlobal,07/26/19   
16507172,CPAGlobal,07/26/19   
16507177,CPAGlobal,07/26/19   
16507197,CPAGlobal,07/26/19   
16507198,CPAGlobal,07/26/19   
16507200,CPAGlobal,07/26/19   
16507206,CPAGlobal,07/26/19   
16507208,CPAGlobal,07/26/19   
16507209,CPAGlobal,07/26/19   
16507210,CPAGlobal,07/26/19   
16507218,CPAGlobal,07/26/19   
16507222,CPAGlobal,07/26/19   
16507225,CPAGlobal,07/26/19   
16507230,CPAGlobal,07/26/19   
16507233,CPAGlobal,07/26/19   
16507235,CPAGlobal,07/26/19   
16507236,CPAGlobal,07/26/19   
16507240,CPAGlobal,07/26/19   
16507244,CPAGlobal,07/26/19   
16507245,CPAGlobal,07/26/19   
16507250,CPAGlobal,07/26/19   
16507259,CPAGlobal,07/26/19   
16507270,CPAGlobal,07/26/19   
16507281,CPAGlobal,07/26/19   
16507282,CPAGlobal,07/26/19   
16507286,CPAGlobal,07/26/19   
16507287,CPAGlobal,07/26/19   
16507289,CPAGlobal,07/26/19   
16507290,CPAGlobal,07/26/19   
16507293,CPAGlobal,07/26/19   
16507294,CPAGlobal,07/26/19   
16507305,CPAGlobal,07/26/19   
16507312,CPAGlobal,07/26/19   
16507315,CPAGlobal,07/26/19   
16507316,CPAGlobal,07/26/19   
16507318,CPAGlobal,07/26/19   
16507323,CPAGlobal,07/26/19   
16507326,CPAGlobal,07/26/19   
16507328,CPAGlobal,07/26/19   
16507332,CPAGlobal,07/26/19   
16507354,CPAGlobal,07/26/19   
16507355,CPAGlobal,07/26/19   
16507359,CPAGlobal,07/26/19   
16507360,CPAGlobal,07/26/19   
16507362,CPAGlobal,07/26/19   
16507364,CPAGlobal,07/26/19   
16507365,CPAGlobal,07/26/19   
16507366,CPAGlobal,07/26/19   
16507369,CPAGlobal,07/26/19   
16507370,CPAGlobal,07/26/19   
16507378,CPAGlobal,07/26/19   
16507390,CPAGlobal,07/26/19   
16507392,CPAGlobal,07/26/19   
16507394,CPAGlobal,07/26/19   
16507399,CPAGlobal,07/26/19   
16507400,CPAGlobal,07/26/19   
16507402,CPAGlobal,07/26/19   
16507407,CPAGlobal,07/26/19   
16507409,CPAGlobal,07/26/19   
16507411,CPAGlobal,07/26/19   
16507418,CPAGlobal,07/26/19   
16507423,CPAGlobal,07/26/19   
16507428,CPAGlobal,07/26/19   
16507430,CPAGlobal,07/26/19   
16507439,CPAGlobal,07/26/19   
16507442,CPAGlobal,07/26/19   
16507451,CPAGlobal,07/26/19   
16507463,CPAGlobal,07/26/19   
16507466,CPAGlobal,07/26/19   
16507467,CPAGlobal,07/26/19   
16507469,CPAGlobal,07/26/19   
16507474,CPAGlobal,07/26/19   
16507477,CPAGlobal,07/26/19   
16507478,CPAGlobal,07/26/19   
16507481,CPAGlobal,07/26/19   
16507482,CPAGlobal,07/26/19   
16507486,CPAGlobal,07/26/19   
16507488,CPAGlobal,07/26/19   
16507492,CPAGlobal,07/26/19   
16507493,CPAGlobal,07/26/19   
16507497,CPAGlobal,07/26/19   
16507498,CPAGlobal,07/26/19   
16507500,CPAGlobal,07/26/19   
16507503,CPAGlobal,07/26/19   
16507506,CPAGlobal,07/26/19   
16507509,CPAGlobal,07/26/19   
16507514,CPAGlobal,07/26/19   
16507516,CPAGlobal,07/26/19   
16507527,CPAGlobal,07/26/19   
16507528,CPAGlobal,07/26/19   
16507536,CPAGlobal,07/26/19   
16507541,CPAGlobal,07/26/19   
16507542,CPAGlobal,07/26/19   
16507544,CPAGlobal,07/26/19   
16507548,CPAGlobal,07/26/19   
16507556,CPAGlobal,07/26/19   
16507559,CPAGlobal,07/26/19   
16507561,CPAGlobal,07/26/19   
16507564,CPAGlobal,07/26/19   
16507567,CPAGlobal,07/26/19   
16507568,CPAGlobal,07/26/19   
16507569,CPAGlobal,07/26/19   
16507573,CPAGlobal,07/26/19   
16507578,CPAGlobal,07/26/19   
16507584,CPAGlobal,07/26/19   
16507585,CPAGlobal,07/26/19   
16507587,CPAGlobal,07/26/19   
16507593,CPAGlobal,07/26/19   
16507602,CPAGlobal,07/26/19   
16507617,CPAGlobal,07/26/19   
16507620,CPAGlobal,07/26/19   
16507622,CPAGlobal,07/26/19   
16507628,CPAGlobal,07/26/19   
16507631,CPAGlobal,07/26/19   
16507634,CPAGlobal,07/26/19   
16507703,CPAGlobal,07/26/19   
16507722,CPAGlobal,07/26/19   
16507731,CPAGlobal,07/26/19   
16507766,CPAGlobal,07/26/19   
16507767,CPAGlobal,07/26/19   
16507813,CPAGlobal,07/26/19   
16507852,CPAGlobal,07/26/19   
16507904,CPAGlobal,07/26/19   
16507983,CPAGlobal,07/26/19   
16507993,CPAGlobal,07/26/19   
16508004,CPAGlobal,07/26/19   
16508010,CPAGlobal,07/26/19   
16508012,CPAGlobal,07/26/19   
16508014,CPAGlobal,07/26/19   
16508016,CPAGlobal,07/26/19   
16508023,CPAGlobal,07/26/19   
16508038,CPAGlobal,07/26/19   
16508046,CPAGlobal,07/26/19   
16508054,CPAGlobal,07/26/19   
16508056,CPAGlobal,07/26/19   
16508057,CPAGlobal,07/26/19   
16508060,CPAGlobal,07/26/19   
16508062,CPAGlobal,07/26/19   
16508065,CPAGlobal,07/26/19   
16508070,CPAGlobal,07/26/19   
16508074,CPAGlobal,07/26/19   
16508077,CPAGlobal,07/26/19   
16508088,CPAGlobal,07/26/19   
16508102,CPAGlobal,07/26/19   
16508108,CPAGlobal,07/26/19   
16508112,CPAGlobal,07/26/19   
16508115,CPAGlobal,07/26/19   
16508118,CPAGlobal,07/26/19   
16508123,CPAGlobal,07/26/19   
16508135,CPAGlobal,07/26/19   
16508140,CPAGlobal,07/26/19   
16508142,CPAGlobal,07/26/19   
16508143,CPAGlobal,07/26/19   
16508144,CPAGlobal,07/26/19   
16508152,CPAGlobal,07/26/19   
